Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
5350507;13;01/04/2021 16:00:00;Strada Urbana;VIALE DEI ROMAGNOLI;all'intersezione con;VIA DELLA GENTE SALINATORIA;VIA DELLA GENTE SALINATORIA;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;2;12.3038;41.7598;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5350510;6;01/04/2021 12:20:00;Strada Urbana;VIA GIOVANNI BRANCALEONE;all'intersezione con;VIA BRACCIO DA MONTONE;VIA BRACCIO DA MONTONE;;;Scontro frontale/laterale SX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Sereno;Scarso;Buona;;1;0;0;2;12.5311;41.8893;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;;
5350510;6;01/04/2021 12:20:00;Strada Urbana;VIA GIOVANNI BRANCALEONE;all'intersezione con;VIA BRACCIO DA MONTONE;VIA BRACCIO DA MONTONE;;;Scontro frontale/laterale SX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Sereno;Scarso;Buona;;1;0;0;2;12.5311;41.8893;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
5350510;6;01/04/2021 12:20:00;Strada Urbana;VIA GIOVANNI BRANCALEONE;all'intersezione con;VIA BRACCIO DA MONTONE;VIA BRACCIO DA MONTONE;;;Scontro frontale/laterale SX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Sereno;Scarso;Buona;;1;0;0;2;12.5311;41.8893;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5350598;17;01/04/2021 16:00:00;Strada Urbana;VIALE GIULIO CESARE;da specificare;;;;fronte civico 78;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4573;41.9092;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5350598;17;01/04/2021 16:00:00;Strada Urbana;VIALE GIULIO CESARE;da specificare;;;;fronte civico 78;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4573;41.9092;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
5350598;17;01/04/2021 16:00:00;Strada Urbana;VIALE GIULIO CESARE;da specificare;;;;fronte civico 78;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4573;41.9092;-1;2;Velocipede;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Esente;
5350605;17;01/04/2021 07:10:00;Strada Urbana;VIA TRIONFALE;all'intersezione con;VIA TOMMASO CAMPANELLA;VIA TOMMASO CAMPANELLA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4229;41.9409;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5350605;17;01/04/2021 07:10:00;Strada Urbana;VIA TRIONFALE;all'intersezione con;VIA TOMMASO CAMPANELLA;VIA TOMMASO CAMPANELLA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4229;41.9409;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5350605;17;01/04/2021 07:10:00;Strada Urbana;VIA TRIONFALE;all'intersezione con;VIA TOMMASO CAMPANELLA;VIA TOMMASO CAMPANELLA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4229;41.9409;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
5350605;17;01/04/2021 07:10:00;Strada Urbana;VIA TRIONFALE;all'intersezione con;VIA TOMMASO CAMPANELLA;VIA TOMMASO CAMPANELLA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4229;41.9409;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
5350612;7;01/04/2021 17:00:00;Strada Urbana;VIALE ENZO FERRARI;all'intersezione con;VIA DI TOR TRE TESTE;VIA DI TOR TRE TESTE;;;Scontro laterale fra veicoli in marcia;Rotatoria;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;3;12.5911;41.8907;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5350612;7;01/04/2021 17:00:00;Strada Urbana;VIALE ENZO FERRARI;all'intersezione con;VIA DI TOR TRE TESTE;VIA DI TOR TRE TESTE;;;Scontro laterale fra veicoli in marcia;Rotatoria;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;3;12.5911;41.8907;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
5350612;7;01/04/2021 17:00:00;Strada Urbana;VIALE ENZO FERRARI;all'intersezione con;VIA DI TOR TRE TESTE;VIA DI TOR TRE TESTE;;;Scontro laterale fra veicoli in marcia;Rotatoria;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;3;12.5911;41.8907;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5350634;18;01/04/2021 13:45:00;Strada Urbana;CIRCONVALLAZIONE AURELIA;all'intersezione con;VIA GIUSEPPE PALOMBINI;VIA GIUSEPPE PALOMBINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;12.4287;41.8966;-1;1;Motociclo con passeggero;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
5350634;18;01/04/2021 13:45:00;Strada Urbana;CIRCONVALLAZIONE AURELIA;all'intersezione con;VIA GIUSEPPE PALOMBINI;VIA GIUSEPPE PALOMBINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;12.4287;41.8966;-1;1;Motociclo con passeggero;In marcia / fermata / arresto;Passeggero;F;Rimandato;0;NON DECEDUTO;Non accertato;
5350634;18;01/04/2021 13:45:00;Strada Urbana;CIRCONVALLAZIONE AURELIA;all'intersezione con;VIA GIUSEPPE PALOMBINI;VIA GIUSEPPE PALOMBINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;2;12.4287;41.8966;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5350672;20;01/04/2021 16:50:00;Strada Urbana;VIA DI VILLA SEVERINI;in prossimità;;del civico n.;12;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;1;0;0;2;12.4704;41.948;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
